8410140	0.9329621
8418150	0.5956612
8443970	0.6213816
8447930	0.3955168
8449130	0.4097854
8452660	0.4663268
8454000	0.5179406
8461490	0.433434
8467150	0.5286088
8510560	0.4113647
8518750	0.5148157
8534720	0.4923777
8536110	0.4663896
8551910	0.4161463
8557380	0.5180335
8571892	0.4029624
8574680	0.435554
8575512	0.4070549
8577330	0.3989077
8594900	0.4713118
8632200	0.4675419
8635750	0.4097825
8638610	0.5165214
8638863	0.5349585
8656483	0.381009
8658120	0.3163913
8661070	0.5454275
8665530	0.4686448
8670870	0.5176506
8720030	0.4487379
8723970	0.2582934
8724580	0.2669778
8725110	0.3266452
8726520	0.3295134
8726724	0.3581332
8728690	0.3927752
8729840	0.3378539
8761724	0.3564531
8770570	0.3495881
8771450	0.4182399
8771510	0.4937604
8772440	0.4411458
8774770	0.3119402
8779770	0.3393322
9410230	0.4980762
9410660	0.4965127
9412110	0.471714
9413450	0.4633116
9414290	0.4156354
9432780	0.6532347
9435380	0.6864016
9439040	0.6809814
9440910	0.8320068
9443090	0.730212
9447130	0.5698743
1611400	0.2550849
1612340	0.2588304
1612480	0.271994
1615680	0.2661491
9450460	1.145078
9451600	0.8276435
9452210	1.464718
9452400	1.609471
9453220	1.161813
9455090	0.9915758
9455500	1.645047
9455920	1.289915
9461380	0.6022513
9462620	0.5858697
9410170	0.5158128
9414750	0.4288515
